Model,1st Layer,2nd Layer,3rd Layer,4th Layer,Accuracy,Loss
model_471,c_12,m_3,c_8,c_7,Unknown,Unknown
model_472,c_1,c_11,c_6,m_3,Unknown,Unknown
model_473,c_9,m_3,c_7,c_1,Unknown,Unknown
model_474,c_10,c_3,c_2,m_2,Unknown,Unknown
model_475,c_1,m_3,c_10,m_1,Unknown,Unknown
model_476,c_8,c_10,m_2,c_11,Unknown,Unknown
model_477,c_10,c_9,c_9,c_12,Unknown,Unknown
model_478,c_3,c_9,c_6,c_5,Unknown,Unknown
model_479,c_2,c_8,c_12,c_12,Unknown,Unknown
model_480,c_11,c_10,m_2,c_9,Unknown,Unknown
model_481,c_4,c_6,m_1,c_12,Unknown,Unknown
model_482,c_3,c_7,c_5,s,Unknown,Unknown
model_483,c_5,c_10,c_7,c_6,Unknown,Unknown
model_484,c_7,c_4,c_12,c_1,Unknown,Unknown
model_485,c_6,c_10,c_4,m_2,Unknown,Unknown
model_486,c_3,m_1,c_2,c_7,Unknown,Unknown
model_487,c_7,c_6,c_11,c_5,Unknown,Unknown
model_488,c_6,c_11,c_12,c_1,Unknown,Unknown
model_489,c_9,m_2,c_12,c_10,Unknown,Unknown
model_490,c_5,c_9,c_9,s,Unknown,Unknown
model_491,c_2,m_3,c_11,s,Unknown,Unknown
model_492,c_7,c_11,c_2,s,Unknown,Unknown
model_493,c_3,c_2,s,-,Unknown,Unknown
model_494,m_3,c_6,s,-,Unknown,Unknown
model_495,c_10,c_11,c_9,c_12,Unknown,Unknown
model_496,c_7,c_6,c_9,c_5,Unknown,Unknown
model_497,c_3,c_1,c_12,c_9,Unknown,Unknown
model_498,c_6,m_1,c_10,m_2,Unknown,Unknown
model_499,c_4,c_1,m_3,c_3,Unknown,Unknown
model_500,c_10,c_3,m_3,m_2,Unknown,Unknown
model_501,c_9,c_3,c_12,c_12,Unknown,Unknown
model_502,c_4,c_9,c_1,c_8,Unknown,Unknown
model_503,c_8,m_1,c_4,c_5,Unknown,Unknown
model_504,c_12,m_2,c_10,c_4,Unknown,Unknown
model_505,c_2,m_1,c_2,c_12,Unknown,Unknown
model_506,c_10,c_4,m_1,c_2,Unknown,Unknown
model_507,c_4,c_3,m_2,c_2,Unknown,Unknown
model_508,c_11,c_1,m_2,c_2,Unknown,Unknown
model_509,c_8,c_1,s,-,Unknown,Unknown
model_510,c_4,c_5,c_4,c_10,Unknown,Unknown
model_511,c_7,c_10,c_1,c_4,Unknown,Unknown
model_512,c_12,s,-,-,Unknown,Unknown
model_513,c_8,c_7,c_10,c_3,Unknown,Unknown
model_514,c_8,c_1,c_7,c_10,Unknown,Unknown
model_515,c_3,c_10,c_11,c_4,Unknown,Unknown
model_516,c_9,c_9,c_11,c_10,Unknown,Unknown
model_517,c_2,c_3,c_4,c_11,Unknown,Unknown
model_518,c_9,c_9,m_2,c_1,Unknown,Unknown
model_519,c_6,c_11,c_1,m_2,Unknown,Unknown
model_520,c_12,c_12,c_12,c_4,Unknown,Unknown
model_521,c_3,m_3,c_6,c_11,Unknown,Unknown
model_522,c_5,c_6,s,-,Unknown,Unknown
model_523,c_8,m_1,c_12,m_2,Unknown,Unknown
model_524,c_11,c_2,c_4,c_2,Unknown,Unknown
model_525,c_7,c_8,m_2,c_6,Unknown,Unknown
model_526,c_3,m_3,c_5,c_10,Unknown,Unknown
model_527,c_9,c_10,c_6,m_3,Unknown,Unknown
model_528,c_8,c_12,c_6,c_1,Unknown,Unknown
model_529,c_3,m_2,c_7,c_5,Unknown,Unknown
model_530,c_8,c_3,c_8,c_6,Unknown,Unknown
model_531,c_7,m_3,c_11,c_8,Unknown,Unknown
model_532,c_9,m_1,c_5,c_11,Unknown,Unknown
model_533,c_2,c_10,c_8,c_3,Unknown,Unknown
model_534,c_5,m_1,c_10,m_2,Unknown,Unknown
model_535,c_8,c_3,c_12,c_4,Unknown,Unknown
model_536,c_12,c_9,c_6,m_3,Unknown,Unknown
model_537,c_4,m_2,m_3,c_4,Unknown,Unknown
model_538,c_1,c_4,c_8,s,Unknown,Unknown
model_539,c_2,c_5,c_7,c_6,Unknown,Unknown
model_540,c_11,c_10,c_8,m_1,Unknown,Unknown
model_541,c_9,c_11,m_1,c_6,Unknown,Unknown
model_542,c_2,c_7,c_6,c_9,Unknown,Unknown
model_543,c_9,m_1,c_10,c_11,Unknown,Unknown
model_544,m_1,m_1,c_7,c_11,Unknown,Unknown
model_545,c_2,m_3,c_10,m_3,Unknown,Unknown
model_546,c_11,c_4,m_3,c_1,Unknown,Unknown
model_547,c_12,c_11,c_8,c_10,Unknown,Unknown
model_548,c_12,c_2,m_3,m_3,Unknown,Unknown
model_549,c_6,c_6,c_6,m_3,Unknown,Unknown
model_550,c_11,m_3,s,-,Unknown,Unknown
model_551,c_11,m_1,c_8,c_11,Unknown,Unknown
model_552,c_1,c_9,c_7,c_12,Unknown,Unknown
model_553,c_9,c_5,c_4,c_1,Unknown,Unknown
model_554,c_9,c_10,s,-,Unknown,Unknown
model_555,c_5,c_6,m_2,c_7,Unknown,Unknown
model_556,c_7,c_4,c_7,c_3,Unknown,Unknown
model_557,c_9,c_6,c_3,m_1,Unknown,Unknown
model_558,c_3,m_2,c_5,c_11,Unknown,Unknown
model_559,c_8,c_5,c_1,c_3,Unknown,Unknown
model_560,c_9,c_10,m_1,m_2,Unknown,Unknown
model_561,c_12,c_4,c_11,c_5,Unknown,Unknown
model_562,c_6,c_8,m_3,c_7,Unknown,Unknown
model_563,c_6,c_6,c_5,m_1,Unknown,Unknown
model_564,c_4,c_11,c_8,c_9,Unknown,Unknown
model_565,c_8,c_11,c_12,c_3,Unknown,Unknown
model_566,c_4,c_4,s,-,Unknown,Unknown
model_567,c_4,c_11,c_11,m_1,Unknown,Unknown
model_568,c_12,m_1,c_8,m_2,Unknown,Unknown
model_569,c_10,c_5,c_12,c_4,Unknown,Unknown
model_570,c_11,c_10,c_12,m_1,Unknown,Unknown
model_571,m_3,c_4,s,-,Unknown,Unknown
model_572,c_10,c_4,c_9,c_7,Unknown,Unknown
model_573,m_2,c_3,c_6,c_5,Unknown,Unknown
model_574,c_5,c_11,c_4,c_1,Unknown,Unknown
model_575,c_10,c_9,m_1,c_3,Unknown,Unknown
model_576,c_4,m_2,m_2,m_3,Unknown,Unknown
model_577,c_2,c_4,c_3,c_5,Unknown,Unknown
model_578,c_3,c_3,c_4,c_8,Unknown,Unknown
model_579,c_2,c_11,c_12,c_7,Unknown,Unknown
model_580,c_2,c_2,c_12,c_1,Unknown,Unknown
model_581,c_9,c_9,c_1,c_7,Unknown,Unknown
model_582,c_3,c_9,m_1,m_1,Unknown,Unknown
model_583,c_7,c_6,c_2,c_7,Unknown,Unknown
model_584,c_10,c_8,c_5,c_1,Unknown,Unknown
model_585,c_11,c_6,c_4,c_1,Unknown,Unknown
model_586,c_2,c_1,c_10,c_11,Unknown,Unknown
model_587,c_6,c_12,c_3,c_6,Unknown,Unknown
model_588,c_11,c_4,m_2,c_12,Unknown,Unknown
model_589,c_6,c_10,c_10,c_1,Unknown,Unknown
model_590,c_12,c_5,c_12,c_3,Unknown,Unknown
model_591,c_5,c_7,s,-,Unknown,Unknown
model_592,m_2,c_2,c_10,c_7,Unknown,Unknown
model_593,c_1,c_9,c_9,c_2,Unknown,Unknown
model_594,c_10,c_7,c_12,c_3,Unknown,Unknown
model_595,c_1,c_9,c_3,m_1,Unknown,Unknown
model_596,c_4,c_4,c_8,m_3,Unknown,Unknown
model_597,c_11,c_4,c_7,c_10,Unknown,Unknown
model_598,c_7,m_3,m_2,c_3,Unknown,Unknown
model_599,c_9,m_1,c_1,c_5,Unknown,Unknown
model_600,c_5,c_12,c_7,s,Unknown,Unknown
model_601,c_12,c_11,c_6,c_5,Unknown,Unknown
model_602,c_2,c_8,m_3,c_6,Unknown,Unknown
model_603,c_4,c_5,m_3,c_4,Unknown,Unknown
model_604,c_2,c_5,c_9,c_4,Unknown,Unknown
model_605,c_8,c_10,c_2,c_8,Unknown,Unknown
model_606,c_6,c_2,m_1,s,Unknown,Unknown
model_607,c_5,c_1,c_12,c_7,Unknown,Unknown
model_608,c_10,m_3,c_4,c_5,Unknown,Unknown
model_609,c_6,c_9,c_6,c_1,Unknown,Unknown
model_610,c_12,c_2,c_12,c_3,Unknown,Unknown
model_611,c_1,c_5,c_2,c_1,Unknown,Unknown
model_612,c_12,m_1,s,-,Unknown,Unknown
model_613,c_2,c_6,m_3,c_1,Unknown,Unknown
model_614,c_12,c_4,c_6,c_11,Unknown,Unknown
model_615,c_11,c_2,c_3,c_7,Unknown,Unknown
model_616,m_1,m_1,c_7,m_1,Unknown,Unknown
model_617,c_11,c_3,c_9,c_9,Unknown,Unknown
model_618,c_7,c_12,m_3,c_12,Unknown,Unknown
model_619,c_1,c_10,c_4,m_3,Unknown,Unknown
model_620,c_3,m_2,m_2,c_8,Unknown,Unknown
model_621,c_3,c_1,c_7,c_8,Unknown,Unknown
model_622,c_7,c_2,c_7,c_10,Unknown,Unknown
model_623,c_3,c_2,c_5,c_2,Unknown,Unknown
model_624,c_3,c_5,c_7,c_2,Unknown,Unknown
model_625,c_8,c_12,c_8,c_2,Unknown,Unknown
model_626,c_7,c_2,c_9,c_6,Unknown,Unknown
model_627,c_12,c_3,m_2,m_3,Unknown,Unknown
model_628,c_11,c_11,m_1,c_5,Unknown,Unknown
model_629,c_12,c_5,c_6,c_11,Unknown,Unknown
model_630,c_10,m_1,c_4,c_6,Unknown,Unknown
model_631,c_11,c_2,m_3,c_12,Unknown,Unknown
model_632,c_6,m_3,c_12,c_8,Unknown,Unknown
model_633,c_8,c_10,m_3,c_9,Unknown,Unknown
model_634,c_9,c_4,c_2,c_9,Unknown,Unknown
model_635,c_6,c_4,c_1,m_2,Unknown,Unknown
model_636,c_6,c_2,c_9,c_12,Unknown,Unknown
model_637,c_5,m_2,c_3,c_11,Unknown,Unknown
model_638,c_11,c_7,c_12,m_1,Unknown,Unknown
model_639,c_9,c_9,c_9,m_1,Unknown,Unknown
model_640,c_3,c_1,m_3,m_3,Unknown,Unknown
model_641,c_11,c_3,c_12,c_3,Unknown,Unknown
model_642,c_10,c_8,c_11,c_6,Unknown,Unknown
model_643,m_2,s,-,-,Unknown,Unknown
model_644,c_8,c_10,c_1,c_4,Unknown,Unknown
model_645,c_12,m_1,c_10,c_12,Unknown,Unknown
model_646,c_10,c_2,c_2,s,Unknown,Unknown
model_647,c_9,c_12,c_11,c_8,Unknown,Unknown
model_648,c_1,c_11,m_3,c_11,Unknown,Unknown
model_649,c_5,c_2,m_2,c_2,Unknown,Unknown
model_650,c_10,c_2,c_4,m_2,Unknown,Unknown
model_651,c_6,c_3,c_2,c_6,Unknown,Unknown
model_652,c_7,c_5,m_2,c_10,Unknown,Unknown
model_653,c_3,c_4,c_8,m_3,Unknown,Unknown
model_654,c_1,c_8,s,-,Unknown,Unknown
model_655,c_2,c_11,c_4,c_9,Unknown,Unknown
model_656,c_10,m_2,c_7,c_11,Unknown,Unknown
model_657,c_4,c_12,c_3,c_12,Unknown,Unknown
model_658,c_12,c_5,c_6,m_1,Unknown,Unknown
model_659,c_9,c_7,c_1,c_7,Unknown,Unknown
model_660,m_1,c_2,c_5,c_6,Unknown,Unknown
model_661,c_7,c_7,c_11,c_8,Unknown,Unknown
model_662,c_8,m_3,m_1,c_2,Unknown,Unknown
model_663,m_3,c_2,m_2,s,Unknown,Unknown
model_664,c_11,c_1,c_3,m_1,Unknown,Unknown
model_665,c_11,m_1,c_7,s,Unknown,Unknown
model_666,c_8,c_12,m_2,c_9,Unknown,Unknown
model_667,c_9,c_8,s,-,Unknown,Unknown
model_668,c_10,m_1,c_9,c_10,Unknown,Unknown
model_669,c_11,c_3,c_3,c_3,Unknown,Unknown
model_670,c_11,c_3,c_4,c_2,Unknown,Unknown
model_671,c_4,c_4,c_10,m_1,Unknown,Unknown
model_672,c_4,m_2,c_4,c_7,Unknown,Unknown
model_673,c_4,c_5,s,-,Unknown,Unknown
model_674,c_5,c_10,m_2,c_6,Unknown,Unknown
model_675,m_2,m_3,c_6,c_7,Unknown,Unknown
model_676,c_1,m_3,m_2,c_5,Unknown,Unknown
model_677,c_12,m_3,c_12,m_3,Unknown,Unknown
model_678,c_1,c_5,m_3,m_1,Unknown,Unknown
model_679,c_5,m_1,c_1,c_8,Unknown,Unknown
model_680,c_1,m_2,m_3,m_3,Unknown,Unknown
model_681,c_11,m_2,m_1,c_6,Unknown,Unknown
model_682,c_8,c_2,c_8,m_2,Unknown,Unknown
model_683,c_2,c_1,c_7,c_4,Unknown,Unknown
model_684,c_5,c_10,c_8,c_3,Unknown,Unknown
model_685,c_7,c_12,c_11,c_4,Unknown,Unknown
model_686,c_12,c_7,c_3,m_3,Unknown,Unknown
model_687,c_12,c_2,c_10,c_10,Unknown,Unknown
model_688,c_7,m_1,c_2,c_11,Unknown,Unknown
model_689,c_9,m_2,c_2,c_12,Unknown,Unknown
model_690,c_4,c_8,c_7,m_2,Unknown,Unknown
model_691,m_2,c_1,c_8,s,Unknown,Unknown
model_692,c_11,c_3,c_10,c_5,Unknown,Unknown
model_693,c_11,m_3,c_8,s,Unknown,Unknown
model_694,c_11,c_5,c_9,c_9,Unknown,Unknown
model_695,c_9,c_9,c_10,c_11,Unknown,Unknown
model_696,c_11,c_9,c_1,c_5,Unknown,Unknown
model_697,c_5,c_6,c_1,c_1,Unknown,Unknown
model_698,c_12,c_7,c_4,c_5,Unknown,Unknown
model_699,c_11,m_2,c_2,m_1,Unknown,Unknown
model_700,c_1,c_3,c_10,m_1,Unknown,Unknown
model_701,c_9,c_1,c_4,m_2,Unknown,Unknown
model_702,c_11,c_8,c_1,c_5,Unknown,Unknown
model_703,c_5,c_4,c_1,c_10,Unknown,Unknown
model_704,c_4,c_10,c_6,c_7,Unknown,Unknown
model_705,c_9,c_11,c_5,c_4,Unknown,Unknown
model_706,c_12,c_7,c_3,s,Unknown,Unknown
model_707,m_3,c_10,c_7,c_5,Unknown,Unknown
model_708,c_11,c_12,c_11,c_4,Unknown,Unknown
model_709,c_11,c_2,c_6,c_7,Unknown,Unknown
model_710,c_1,c_8,c_1,c_11,Unknown,Unknown
model_711,c_1,c_2,c_6,c_4,Unknown,Unknown
model_712,c_1,c_1,m_1,s,Unknown,Unknown
model_713,c_6,c_8,m_1,s,Unknown,Unknown
model_714,c_5,m_1,c_7,c_5,Unknown,Unknown
model_715,c_3,c_10,c_12,c_11,Unknown,Unknown
model_716,c_11,c_1,c_3,c_6,Unknown,Unknown
model_717,c_5,c_7,c_8,c_2,Unknown,Unknown
model_718,c_1,c_12,c_10,c_3,Unknown,Unknown
model_719,c_5,m_3,c_6,c_6,Unknown,Unknown
model_720,c_9,c_4,c_2,c_10,Unknown,Unknown
model_721,c_5,c_8,c_1,m_3,Unknown,Unknown
model_722,c_7,c_1,c_1,s,Unknown,Unknown
model_723,c_3,c_6,c_3,c_9,Unknown,Unknown
model_724,c_3,c_10,c_5,c_1,Unknown,Unknown
model_725,c_12,c_6,m_3,c_12,Unknown,Unknown
model_726,c_7,c_11,m_1,c_9,Unknown,Unknown
model_727,c_7,c_10,c_1,c_1,Unknown,Unknown
model_728,c_1,c_6,c_8,m_1,Unknown,Unknown
model_729,c_8,c_3,s,-,Unknown,Unknown
model_730,c_6,c_9,c_5,c_5,Unknown,Unknown
model_731,m_2,c_12,m_1,c_1,Unknown,Unknown
model_732,m_3,c_4,c_8,m_2,Unknown,Unknown
model_733,c_6,c_12,m_3,m_1,Unknown,Unknown
model_734,c_5,c_5,m_3,m_2,Unknown,Unknown
model_735,c_1,c_1,s,-,Unknown,Unknown
model_736,c_9,m_3,m_2,c_9,Unknown,Unknown
model_737,m_1,c_1,m_1,c_7,Unknown,Unknown
model_738,c_6,c_8,m_2,c_7,Unknown,Unknown
model_739,c_4,c_9,m_1,c_12,Unknown,Unknown
model_740,c_1,c_11,c_11,c_9,Unknown,Unknown
model_741,c_1,m_3,m_1,c_1,Unknown,Unknown
model_742,c_12,m_1,c_11,c_8,Unknown,Unknown
model_743,c_8,c_5,c_1,c_7,Unknown,Unknown
model_744,c_10,c_10,c_6,m_3,Unknown,Unknown
model_745,c_6,c_7,c_4,c_10,Unknown,Unknown
model_746,c_1,c_9,c_1,c_8,Unknown,Unknown
model_747,c_11,c_3,c_5,c_10,Unknown,Unknown
model_748,c_5,c_3,c_4,m_1,Unknown,Unknown
model_749,c_4,c_2,c_11,c_6,Unknown,Unknown
model_750,c_11,c_5,c_8,s,Unknown,Unknown
model_751,c_6,c_12,c_6,c_4,Unknown,Unknown
model_752,c_3,c_8,c_6,c_2,Unknown,Unknown
model_753,c_5,c_11,c_10,c_5,Unknown,Unknown
model_754,c_8,c_4,c_6,c_4,Unknown,Unknown
model_755,c_10,c_6,m_1,c_3,Unknown,Unknown
model_756,c_10,c_9,m_3,c_8,Unknown,Unknown
model_757,c_2,c_12,c_12,m_3,Unknown,Unknown
model_758,c_12,c_9,m_3,c_12,Unknown,Unknown
model_759,c_12,c_1,c_8,c_4,Unknown,Unknown
model_760,c_9,c_2,c_1,c_6,Unknown,Unknown
model_761,c_2,c_3,c_3,c_2,Unknown,Unknown
model_762,c_1,m_1,c_3,c_11,Unknown,Unknown
model_763,c_8,c_6,c_3,c_3,Unknown,Unknown
model_764,c_7,m_1,c_9,c_10,Unknown,Unknown
model_765,c_6,c_9,s,-,Unknown,Unknown
model_766,c_8,m_1,c_11,m_3,Unknown,Unknown
model_767,c_10,m_1,c_8,c_2,Unknown,Unknown
model_768,c_7,c_7,m_2,c_8,Unknown,Unknown
model_769,c_6,m_1,s,-,Unknown,Unknown
model_770,c_1,m_3,m_3,c_9,Unknown,Unknown
model_771,c_10,c_5,c_11,c_10,Unknown,Unknown
model_772,c_2,c_5,c_10,c_12,Unknown,Unknown
model_773,c_5,c_6,m_1,c_11,Unknown,Unknown
model_774,c_12,c_9,c_9,c_5,Unknown,Unknown
model_775,c_7,c_1,c_1,c_10,Unknown,Unknown
model_776,c_8,c_11,c_10,c_3,Unknown,Unknown
model_777,c_7,c_6,c_9,c_8,Unknown,Unknown
model_778,c_12,c_10,m_1,c_9,Unknown,Unknown
model_779,c_4,c_8,m_3,c_6,Unknown,Unknown
model_780,c_6,c_5,c_1,c_1,Unknown,Unknown
model_781,c_3,c_5,c_8,c_8,Unknown,Unknown
model_782,c_1,c_12,s,-,Unknown,Unknown
model_783,c_12,c_10,c_4,c_5,Unknown,Unknown
model_784,m_2,c_1,c_5,c_10,Unknown,Unknown
model_785,c_9,c_3,c_6,m_1,Unknown,Unknown
model_786,c_5,m_2,c_12,c_2,Unknown,Unknown
model_787,c_2,c_5,s,-,Unknown,Unknown
model_788,c_7,c_2,m_2,m_3,Unknown,Unknown
model_789,c_6,c_10,c_1,s,Unknown,Unknown
model_790,c_10,c_5,c_2,c_12,Unknown,Unknown
model_791,c_4,c_5,c_3,c_11,Unknown,Unknown
model_792,c_12,c_2,c_4,c_10,Unknown,Unknown
model_793,c_2,c_11,c_1,c_7,Unknown,Unknown
model_794,m_3,c_6,m_1,c_1,Unknown,Unknown
model_795,c_9,m_1,c_11,m_3,Unknown,Unknown
model_796,c_10,c_8,m_3,m_3,Unknown,Unknown
model_797,c_9,c_11,c_11,c_7,Unknown,Unknown
model_798,m_1,c_12,c_5,c_5,Unknown,Unknown
model_799,c_4,c_5,c_12,m_2,Unknown,Unknown
model_800,c_8,c_2,c_3,c_12,Unknown,Unknown
model_801,c_1,c_10,m_1,c_11,Unknown,Unknown
model_802,c_12,m_2,c_5,c_3,Unknown,Unknown
model_803,m_3,c_8,s,-,Unknown,Unknown
model_804,c_9,m_2,c_7,c_7,Unknown,Unknown
model_805,c_4,c_8,c_1,m_3,Unknown,Unknown
model_806,c_7,c_6,c_9,s,Unknown,Unknown
model_807,c_4,c_8,s,-,Unknown,Unknown
model_808,c_8,m_2,c_2,m_2,Unknown,Unknown
model_809,c_5,c_7,c_8,c_3,Unknown,Unknown
model_810,c_6,m_1,m_1,c_5,Unknown,Unknown
model_811,c_8,c_6,c_11,c_3,Unknown,Unknown
model_812,c_9,c_3,m_2,m_1,Unknown,Unknown
model_813,c_3,c_6,c_11,c_3,Unknown,Unknown
model_814,c_4,c_12,c_6,m_3,Unknown,Unknown
model_815,c_7,c_12,m_2,c_3,Unknown,Unknown
model_816,m_3,c_3,c_6,c_2,Unknown,Unknown
model_817,c_7,m_1,c_7,c_6,Unknown,Unknown
model_818,c_2,c_3,c_10,c_8,Unknown,Unknown
model_819,c_1,c_2,m_1,m_1,Unknown,Unknown
model_820,c_6,c_4,c_1,c_8,Unknown,Unknown
model_821,c_6,c_11,m_2,c_8,Unknown,Unknown
model_822,c_11,m_3,c_9,m_2,Unknown,Unknown
model_823,m_1,c_10,c_6,c_1,Unknown,Unknown
model_824,m_2,c_2,m_3,c_2,Unknown,Unknown
model_825,c_11,c_10,c_4,m_1,Unknown,Unknown
model_826,c_9,c_12,m_2,c_12,Unknown,Unknown
model_827,c_11,c_11,c_10,m_1,Unknown,Unknown
model_828,c_4,s,-,-,Unknown,Unknown
model_829,c_9,c_3,c_11,c_5,Unknown,Unknown
model_830,c_9,c_1,c_11,m_1,Unknown,Unknown
model_831,m_3,c_10,c_2,m_2,Unknown,Unknown
model_832,c_4,c_7,m_2,c_10,Unknown,Unknown
model_833,c_6,c_4,s,-,Unknown,Unknown
model_834,c_5,c_2,c_3,c_7,Unknown,Unknown
model_835,c_6,c_1,c_9,s,Unknown,Unknown
model_836,c_12,m_2,c_12,c_5,Unknown,Unknown
model_837,c_5,c_4,m_1,c_7,Unknown,Unknown
model_838,m_3,c_7,c_10,m_2,Unknown,Unknown
model_839,c_5,m_2,c_2,c_10,Unknown,Unknown
model_840,c_10,c_7,c_9,c_2,Unknown,Unknown
model_841,c_11,c_12,c_11,c_12,Unknown,Unknown
model_842,c_1,c_8,c_7,c_12,Unknown,Unknown
model_843,c_3,c_11,m_3,c_1,Unknown,Unknown
model_844,c_4,c_11,c_9,c_11,Unknown,Unknown
model_845,c_12,c_9,c_1,c_7,Unknown,Unknown
model_846,c_10,c_4,c_7,c_9,Unknown,Unknown
model_847,c_7,c_6,c_2,s,Unknown,Unknown
model_848,c_7,c_2,m_2,s,Unknown,Unknown
model_849,c_10,c_6,c_3,c_12,Unknown,Unknown
model_850,c_1,c_12,m_1,c_4,Unknown,Unknown
model_851,c_8,c_1,m_3,c_3,Unknown,Unknown
model_852,c_9,c_2,m_2,c_7,Unknown,Unknown
model_853,c_1,c_8,c_2,c_4,Unknown,Unknown
model_854,c_1,c_4,c_5,c_8,Unknown,Unknown
model_855,c_11,c_11,m_3,c_4,Unknown,Unknown
model_856,c_4,c_12,c_2,m_3,Unknown,Unknown
model_857,c_9,c_11,s,-,Unknown,Unknown
model_858,c_3,c_2,m_1,s,Unknown,Unknown
model_859,c_1,c_2,c_3,m_1,Unknown,Unknown
model_860,c_3,c_7,c_3,c_9,Unknown,Unknown
model_861,c_1,c_10,c_3,c_9,Unknown,Unknown
model_862,c_11,m_2,c_1,m_1,Unknown,Unknown
model_863,c_10,c_5,c_6,s,Unknown,Unknown
model_864,c_1,c_6,m_3,m_2,Unknown,Unknown
model_865,c_5,c_4,c_6,c_10,Unknown,Unknown
model_866,c_7,c_12,c_7,s,Unknown,Unknown
model_867,c_9,c_8,c_8,c_6,Unknown,Unknown
model_868,c_10,c_3,c_9,c_5,Unknown,Unknown
model_869,c_7,c_3,c_11,s,Unknown,Unknown
model_870,c_4,c_3,c_5,c_1,Unknown,Unknown
model_871,c_6,c_3,c_1,c_7,Unknown,Unknown
model_872,c_8,c_8,m_1,m_3,Unknown,Unknown
model_873,c_2,m_2,c_3,m_2,Unknown,Unknown
model_874,c_7,c_5,c_4,c_5,Unknown,Unknown
model_875,c_12,c_8,c_1,c_8,Unknown,Unknown
model_876,c_11,m_3,c_2,c_3,Unknown,Unknown
model_877,c_2,c_11,c_6,c_1,Unknown,Unknown
model_878,c_4,c_5,m_3,m_2,Unknown,Unknown
model_879,c_10,c_10,c_6,c_5,Unknown,Unknown
model_880,c_6,c_3,c_9,c_4,Unknown,Unknown
model_881,c_4,m_3,m_2,c_10,Unknown,Unknown
model_882,c_6,c_3,c_3,s,Unknown,Unknown
model_883,c_11,c_3,c_7,c_1,Unknown,Unknown
model_884,c_5,c_10,c_7,c_3,Unknown,Unknown
model_885,c_1,m_3,c_4,c_8,Unknown,Unknown
model_886,c_9,m_3,c_11,c_7,Unknown,Unknown
model_887,c_2,m_3,m_1,c_12,Unknown,Unknown
model_888,c_10,c_2,s,-,Unknown,Unknown
model_889,c_4,c_4,c_8,c_3,Unknown,Unknown
model_890,c_1,c_10,m_2,c_1,Unknown,Unknown
model_891,c_4,m_1,m_3,c_3,Unknown,Unknown
model_892,c_6,c_6,c_5,c_5,Unknown,Unknown
model_893,c_6,c_12,m_2,c_6,Unknown,Unknown
model_894,c_11,c_10,m_1,c_4,Unknown,Unknown
model_895,c_4,m_2,c_4,c_4,Unknown,Unknown
model_896,c_11,c_5,c_1,c_1,Unknown,Unknown
model_897,c_3,m_3,s,-,Unknown,Unknown
model_898,c_10,c_12,c_12,c_12,Unknown,Unknown
model_899,c_11,c_6,c_5,c_8,Unknown,Unknown
model_900,c_7,c_2,m_1,s,Unknown,Unknown
model_901,c_2,c_5,c_3,c_7,Unknown,Unknown
model_902,c_3,c_11,c_2,c_4,Unknown,Unknown
model_903,c_2,c_10,m_3,c_10,Unknown,Unknown
model_904,c_1,c_4,c_10,s,Unknown,Unknown
model_905,c_4,c_4,m_3,c_4,Unknown,Unknown
model_906,c_3,c_4,c_8,c_9,Unknown,Unknown
model_907,c_8,c_4,c_10,c_7,Unknown,Unknown
model_908,c_2,c_11,c_9,c_1,Unknown,Unknown
model_909,c_10,c_11,c_8,c_10,Unknown,Unknown
model_910,c_6,c_11,c_1,c_12,Unknown,Unknown
model_911,c_5,c_2,c_10,c_7,Unknown,Unknown
model_912,c_3,s,-,-,Unknown,Unknown
model_913,c_5,c_11,m_1,c_2,Unknown,Unknown
model_914,c_6,c_3,m_1,c_9,Unknown,Unknown
model_915,c_1,c_8,m_1,c_8,Unknown,Unknown
model_916,c_12,c_8,m_1,c_11,Unknown,Unknown
model_917,c_8,c_8,c_11,c_1,Unknown,Unknown
model_918,c_11,c_1,m_3,c_10,Unknown,Unknown
model_919,c_6,c_3,c_9,c_11,Unknown,Unknown
model_920,c_2,c_7,c_8,c_8,Unknown,Unknown
model_921,c_1,c_1,c_4,c_3,Unknown,Unknown
model_922,m_1,m_2,m_1,c_3,Unknown,Unknown
model_923,c_6,c_4,c_7,c_10,Unknown,Unknown
model_924,c_11,c_6,c_10,c_7,Unknown,Unknown
model_925,c_7,c_8,c_1,s,Unknown,Unknown
model_926,c_12,m_3,c_3,s,Unknown,Unknown
model_927,c_11,c_3,c_10,m_3,Unknown,Unknown
model_928,c_8,c_1,c_1,c_7,Unknown,Unknown
model_929,c_1,c_2,c_12,m_2,Unknown,Unknown
model_930,c_3,c_12,m_2,c_3,Unknown,Unknown
model_931,c_10,c_10,m_3,c_3,Unknown,Unknown
model_932,c_10,c_5,c_12,c_5,Unknown,Unknown
model_933,c_10,c_1,m_3,c_8,Unknown,Unknown
model_934,c_9,c_11,c_2,c_6,Unknown,Unknown
model_935,c_12,c_5,c_11,m_2,Unknown,Unknown
model_936,c_11,c_11,c_5,m_1,Unknown,Unknown
model_937,c_6,m_3,c_1,c_3,Unknown,Unknown
model_938,c_5,c_8,c_4,c_6,Unknown,Unknown
model_939,c_12,c_12,c_6,m_2,Unknown,Unknown
model_940,m_1,c_11,c_6,c_5,Unknown,Unknown
model_941,c_3,c_1,c_7,c_7,Unknown,Unknown
